Gut Microbiota	Gut Microbiata NCBI ID	Gut Microbiota ID	Classification	Substrate	Substrate PubChem CID	Substrate  HMDB ID	Substrate ChEBI ID	Metabolite	Metabolite PubChem CID	Metabolite HMDB ID	Metabolite ChEBI ID
Bacteroides	816	gm0077	genus	Succinate	160419		CHEBI:30031	Propionate	104745		CHEBI:17272
Eubacterium rectale	39491	gm0316	species	Acetate	175		CHEBI:30089	Butyrate	104775		CHEBI:17968
Clostridium pasteurianum	1501	gm0817	species	D-Glucose	5793	HMDB0000122	CHEBI:4167	Acetate	175		CHEBI:30089
Clostridium pasteurianum	1501	gm0817	species	D-Glucose	5793	HMDB0000122	CHEBI:4167	Butyrate	104775		CHEBI:17968
Lactococcus sp. 20-92		gm1068	species	Daidzein	5281708	HMDB0003312	CHEBI:28197	Equol	91469	HMDB0002209	CHEBI:34741
Lactococcus sp. 20-92		gm1068	species	Daidzein	5281708	HMDB0003312	CHEBI:28197	Dihydrodaidzein	176907	HMDB0005760	CHEBI:75842
Bacteroides sp. MANG	298389	gm1069	species	Mangiferin	5281647	HMDB0034410	CHEBI:6682	Aglycone			CHEBI:166892
Bacteroides sp. MANG	298389	gm1069	species	Mangiferin	5281647	HMDB0034410	CHEBI:6682	Norathyriol	5281656		CHEBI:7622
Eubacterium limosum	1736	gm0315	species					Butyrate	104775		CHEBI:17968
Eubacterium limosum	1736	gm0315	species					Acetate	175		CHEBI:30089
Eubacterium limosum	1736	gm0315	species					Propionate	104745		CHEBI:17272
Eubacterium limosum	1736	gm0315	species					Butyrate	104775		CHEBI:17968
Bacillus sp. 52		gm1070	species	Rutin	5280805	HMDB0003249	CHEBI:28527	Isoquercitrin	5280804	HMDB0037362	CHEBI:68352
Bacillus sp. 52		gm1070	species	Rutin	5280805	HMDB0003249	CHEBI:28527	Leucocianidol	71629		CHEBI:15758
Bacteroides sp. 45		gm1056	species	Rutin	5280805	HMDB0003249	CHEBI:28527	Isoquercitrin	5280804	HMDB0037362	CHEBI:68352
Bacteroides sp. 45		gm1056	species	Rutin	5280805	HMDB0003249	CHEBI:28527	Leucocianidol	71629		CHEBI:15758
Bacteroides sp. 42		gm1071	species	Rutin	5280805	HMDB0003249	CHEBI:28527	Leucocianidol	71629		CHEBI:15758
Bacteroides sp. 22		gm1072	species	Rutin	5280805	HMDB0003249	CHEBI:28527	Isoquercitrin	5280804	HMDB0037362	CHEBI:68352
Veillonella sp. 32		gm1073	species	Rutin	5280805	HMDB0003249	CHEBI:28527	Leucocianidol	71629		CHEBI:15758
Ruminococcus bromii	40518	gm0588	species	Phytoestrogens	56842207		CHEBI:76989	Propionate	104745		CHEBI:17272
Ruminococcus bromii	40518	gm0588	species	Phytoestrogens	56842207		CHEBI:76989	Glycerol	753	HMDB0000131	CHEBI:17754
Bifidobacterium longum HY8001		gm1074	strain	Geniposide	107848		CHEBI:5299	Genipin	442424	HMDB0035830	CHEBI:5298
Bacteroides fragilis	817	gm0082	species	Geniposide	107848		CHEBI:5299	Genipin	442424	HMDB0035830	CHEBI:5298
Clostridium scindens ATCC35704	411468	gm1076	strain	Bile acid	439520		CHEBI:22868	Deoxycholic acid	222528	HMDB0000626	CHEBI:28834
Clostridium scindens ATCC35704	411468	gm1076	strain	Bile acid	439520		CHEBI:22868	Lithocholic acid	9903	HMDB0000761	CHEBI:16325
Lactobacillus	1578	gm0393	genus	Tryptophan	6305	HMDB0000929	CHEBI:16828	Indole-3-carboxaldehyde	10256	HMDB0029737	CHEBI:28238
Lactobacillus Plantarum	1590	gm0405	species	Linoleic Acid	5280450	HMDB0000673	CHEBI:17351	10-Oxo-11-octadecenoic acid	10308378		
Lactobacillus Plantarum	1590	gm0405	species	Linoleic Acid	5280450	HMDB0000673	CHEBI:17351	10-Oxo-11-octadecenoic acid	10308378		
Bifidobacterium dentium	1689	gm0111	species	Rutin	5280805	HMDB0003249	CHEBI:28527	Quercetin	5280343	HMDB0005794	CHEBI:16243
Bifidobacterium dentium	1689	gm0111	species	Poncirin	442456	HMDB0037487	CHEBI:66773	Ponciretin	25201019		
Bacteroidetes	976	gm0090	phylum					Acetate	175		CHEBI:30089
Bacteroidetes	976	gm0090	phylum					Acetate	175		CHEBI:30089
Bacteroidetes	976	gm0090	phylum					Acetate	175		CHEBI:30089
Bacteroidetes	976	gm0090	phylum					Acetate	175		CHEBI:30089
Lactobacillus paracasei JS1		gm1077	strain	Isoflavone	72304		CHEBI:18220	Equol	91469	HMDB0002209	CHEBI:34741
Lactobacillus paracasei JS1		gm1077	strain	Isoflavone	72304		CHEBI:18220	Equol	91469	HMDB0002209	CHEBI:34741
Lactobacillus paracasei JS1		gm1077	strain	Isoflavone	72304		CHEBI:18220	Equol	91469	HMDB0002209	CHEBI:34741
Lactobacillus paracasei JS1		gm1077	strain	Isoflavone	72304		CHEBI:18220	Equol	91469	HMDB0002209	CHEBI:34741
Lactobacillus paracasei JS1		gm1077	strain	Isoflavone	72304		CHEBI:18220	Equol	91469	HMDB0002209	CHEBI:34741
Lactobacillus paracasei JS1		gm1077	strain	Isoflavone	72304		CHEBI:18220	Equol	91469	HMDB0002209	CHEBI:34741
Bifidobacterium catenulatum subsp. kashiwanohense APCKJ1		gm1078	strain	Galbeta1,3GlcNAc	440994		CHEBI:27707	Lacto-N-tetraose	440993	HMDB0006566	CHEBI:30248
Bifidobacterium catenulatum subsp. kashiwanohense APCKJ1		gm1078	strain	N-Acetyl-D-lactosamine	9800166		CHEBI:60152	beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-D-Glc	9831622	HMDB0006567	CHEBI:60239
Atopobium parvulum	1382	gm0819	species					Butyrate	104775		CHEBI:17968
Atopobium parvulum	1382	gm0819	species					Butyrate	104775		CHEBI:17968
Prevotella copri	165179	gm0536	species					Butyrate	104775		CHEBI:17968
Prevotella copri	165179	gm0536	species					Butyrate	104775		CHEBI:17968
Slackia sp. NATTS	647703	gm0894	species	Daidzein	5281708	HMDB0003312	CHEBI:28197	Equol	91469	HMDB0002209	CHEBI:34741
Escherichia coli HGH21		gm1047	strain	Daidzin	107971	HMDB0033991	CHEBI:42202	Daidzein	5281708	HMDB0003312	CHEBI:28197
Clostridium sp. HGH6		gm1064	species	Daidzein	5281708	HMDB0003312	CHEBI:28197	2,4-Dioxopentanedioic acid	444873		CHEBI:42056
Clostridium sp. HGH136		gm1079	species	Daidzein	5281708	HMDB0003312	CHEBI:28197	6'-Hydroxy-O-desmethylangolensin	20601635	HMDB0041695	CHEBI:88662
Catenibacillus scindens	673271	gm1080	species	Puerarin	5281807	HMDB0240265	CHEBI:8633	Daidzein	5281708	HMDB0003312	CHEBI:28197
Catenibacillus scindens	673271	gm1080	species	Vitexin	5280441		CHEBI:16954	3-(4-Hydroxyphenyl)propionic acid	10394	HMDB0002199	CHEBI:32980
Catenibacillus scindens	673271	gm1080	species	O-Desmethylangolensin	89472	HMDB0004629	CHEBI:88902	3-(2,4-Dihydroxyphenyl)propanoic acid	96384	HMDB0126386	
Catenibacillus scindens	673271	gm1080	species	6'-Hydroxy-O-desmethylangolensin	20601635	HMDB0041695	CHEBI:88662	3-(2,4-Dihydroxyphenyl)propanoic acid	96384	HMDB0126386	
Eggerthella sp. SDG-2	426610	gm1081	species	(3R)-flavan-3-ols				1,3-Diphenylpropan-2-ol	138478	HMDB0135544	
Eggerthella sp. SDG-2	426610	gm1081	species	(3S)-flavan-3-ols				1,3-Diphenylpropan-2-ol	138478	HMDB0135544	
Enterococcus	1350	gm0287	genus	Levodopa	6047	HMDB0000181	CHEBI:15765	Dopamine	681	HMDB0000073	CHEBI:18243
Faecalibacterium prausnitzii	853	gm0327	species	PhIP-N2-β-D-glucuronide				2-Amino-1-methyl-6-phenylimidazo[4,5-b]pyridine	1530		CHEBI:76290
Flavonifractor plautii	292800	gm0339	species	2-Amino-1-methyl-6-phenylimidazo[4,5-b]pyridine	1530		CHEBI:76290	7-Hydroxy-5-methyl-3-phenyl-6,7,8,9-tetrahydropyrido[3',2':4,5]imidazo[1,2-a]pyrimidin-5-ium chloride	129849310		
Blautia obeum	40520	gm0822	species	2-Amino-1-methyl-6-phenylimidazo[4,5-b]pyridine	1530		CHEBI:76290	7-Hydroxy-5-methyl-3-phenyl-6,7,8,9-tetrahydropyrido[3',2':4,5]imidazo[1,2-a]pyrimidin-5-ium chloride	129849310		
Anaerobutyricum hallii	39488	gm0776	species	2-Amino-1-methyl-6-phenylimidazo[4,5-b]pyridine	1530		CHEBI:76290	7-Hydroxy-5-methyl-3-phenyl-6,7,8,9-tetrahydropyrido[3',2':4,5]imidazo[1,2-a]pyrimidin-5-ium chloride	129849310		
Lactobacillus reuteri	1598	gm0407	species	2-Amino-1-methyl-6-phenylimidazo[4,5-b]pyridine	1530		CHEBI:76290	7-Hydroxy-5-methyl-3-phenyl-6,7,8,9-tetrahydropyrido[3',2':4,5]imidazo[1,2-a]pyrimidin-5-ium chloride	129849310		
Enterococcus avium EFEL009		gm1088	strain	Rutin	5280805	HMDB0003249	CHEBI:28527	Quercitrin	5280459	HMDB0033751	CHEBI:17558
Enterococcus durans M4-5		gm1006	strain					Butyrate	104775		CHEBI:17968
Enterococcus durans M4-5		gm1006	strain					Butyrate	104775		CHEBI:17968
Enterococcus durans M4-5		gm1006	strain					Butyrate	104775		CHEBI:17968
Enterococcus durans M4-5		gm1006	strain					Butyrate	104775		CHEBI:17968
Enterococcus durans M4-5		gm1006	strain					Butyrate	104775		CHEBI:17968
Lactobacillus casei Shirota		gm0953	strain					Pipecolic acid	849	HMDB0000070	CHEBI:17964
Faecalibacterium prausnitzii	853	gm0327	species					Butyrate	104775		CHEBI:17968
Faecalibacterium prausnitzii	853	gm0327	species					Butyrate	104775		CHEBI:17968
Adlercreutzia equolifaciens JCM 14793		gm0887	strain	(-)-Epicatechin	72276	HMDB0001871	CHEBI:90	(2S)-1-(3-hydroxyphenyl)-3-(2,4,6-trihydroxyphenyl)propan-2-ol			
Asaccharobacter celatus JCM 14811		gm0886	strain	(-)-Epicatechin	72276	HMDB0001871	CHEBI:90	(2S)-1-(3-hydroxyphenyl)-3-(2,4,6-trihydroxyphenyl)propan-2-ol			
Slackia equolifaciens JCM 16059		gm1096	strain	(-)-Epicatechin	72276	HMDB0001871	CHEBI:90	(2S)-1-(3-hydroxyphenyl)-3-(2,4,6-trihydroxyphenyl)propan-2-ol			
Slackia isoflavoniconvertens JCM 16137		gm1097	strain	(-)-Epicatechin	72276	HMDB0001871	CHEBI:90	(2S)-1-(3-hydroxyphenyl)-3-(2,4,6-trihydroxyphenyl)propan-2-ol			
Adlercreutzia equolifaciens JCM 14793		gm0887	strain	Cianidanol	9064	HMDB0002780	CHEBI:15600	(2R)-1-(3,4-dihydroxyphenyl)-3-(2,4,6-trihydroxyphenyl)-propan-2-ol			
Asaccharobacter celatus JCM 14811		gm0886	strain	Cianidanol	9064	HMDB0002780	CHEBI:15600	(2R)-1-(3,4-dihydroxyphenyl)-3-(2,4,6-trihydroxyphenyl)-propan-2-ol			
Slackia isoflavoniconvertens JCM 16137		gm1097	strain	Cianidanol	9064	HMDB0002780	CHEBI:15600	(2R)-1-(3,4-dihydroxyphenyl)-3-(2,4,6-trihydroxyphenyl)-propan-2-ol			
Adlercreutzia equolifaciens	446660	gm0699	species	Daidzein	5281708	HMDB0003312	CHEBI:28197	Equol	91469	HMDB0002209	CHEBI:34741
Bifidobacterium bifidum	1681	gm0108	species	Daidzein	5281708	HMDB0003312	CHEBI:28197	Equol	91469	HMDB0002209	CHEBI:34741
Bifidobacterium longum H-1		gm1098	strain	Ginsenoside Rb1	9898279	HMDB0035892	CHEBI:67989	Ginsenoside-Rd	24721561	HMDB0035778	CHEBI:67988
Bifidobacterium longum H-1		gm1098	strain	Loganin	87691		CHEBI:15771	Loganetin	10466307		
Bifidobacterium longum H-1		gm1098	strain	Arctiin	100528		CHEBI:80793	Arctigenin	64981		CHEBI:79
Bifidobacterium longum H-1		gm1098	strain	Arbutin	440936	HMDB0029943	CHEBI:18305	Hydroquinone	785	HMDB0002434	CHEBI:17594
Clostridium butyricum ATCC 19398	1492	gm1099	strain					Butyrate	104775		CHEBI:17968
Clostridium butyricum ATCC 19398	1492	gm1099	strain					Butyrate	104775		CHEBI:17968
Clostridium butyricum ATCC 19398	1492	gm1099	strain					Butyrate	104775		CHEBI:17968
Ruminococcus	1263	gm0587	genus					Ursodeoxycholic acid	31401	HMDB0000946	CHEBI:9907
Phascolarctobacterium	33024	gm0524	genus					Phenylalanine	6140	HMDB0000159	CHEBI:17295
Acidaminobacter	65402	gm0704	genus					Glutamic acid	33032	HMDB0000148	CHEBI:16015
Phascolarctobacterium	33024	gm0524	genus					Serine	5951	HMDB0000187	CHEBI:17115
Acidaminobacter	65402	gm0704	genus					L-Threonine	6288	HMDB0000167	CHEBI:16857
Escherichia coli	562	gm0305	species	Tryptophan	6305	HMDB0000929	CHEBI:16828	Indole	798	HMDB0000738	CHEBI:16881
Escherichia coli	562	gm0305	species	Tryptophan	6305	HMDB0000929	CHEBI:16828	Indole	798	HMDB0000738	CHEBI:16881
Escherichia coli	562	gm0305	species	Tryptophan	6305	HMDB0000929	CHEBI:16828	Indole	798	HMDB0000738	CHEBI:16881
Escherichia coli	562	gm0305	species	Tryptophan	6305	HMDB0000929	CHEBI:16828	Indole	798	HMDB0000738	CHEBI:16881
Escherichia coli	562	gm0305	species	Tryptophan	6305	HMDB0000929	CHEBI:16828	Indole	798	HMDB0000738	CHEBI:16881
Escherichia coli	562	gm0305	species	Tryptophan	6305	HMDB0000929	CHEBI:16828	Indole	798	HMDB0000738	CHEBI:16881
Escherichia coli	562	gm0305	species	Tryptophan	6305	HMDB0000929	CHEBI:16828	Indole	798	HMDB0000738	CHEBI:16881
Escherichia coli	562	gm0305	species	Tryptophan	6305	HMDB0000929	CHEBI:16828	Indole	798	HMDB0000738	CHEBI:16881
Escherichia coli	562	gm0305	species	Tryptophan	6305	HMDB0000929	CHEBI:16828	Indole	798	HMDB0000738	CHEBI:16881
Escherichia coli	562	gm0305	species	Tryptophan	6305	HMDB0000929	CHEBI:16828	Indole	798	HMDB0000738	CHEBI:16881
Escherichia coli	562	gm0305	species	Tryptophan	6305	HMDB0000929	CHEBI:16828	Indole	798	HMDB0000738	CHEBI:16881
Escherichia coli	562	gm0305	species	Tryptophan	6305	HMDB0000929	CHEBI:16828	Indole	798	HMDB0000738	CHEBI:16881
Escherichia coli	562	gm0305	species	Tryptophan	6305	HMDB0000929	CHEBI:16828	Indole	798	HMDB0000738	CHEBI:16881
Escherichia coli	562	gm0305	species	Tryptophan	6305	HMDB0000929	CHEBI:16828	Indole	798	HMDB0000738	CHEBI:16881
Escherichia coli	562	gm0305	species	Tryptophan	6305	HMDB0000929	CHEBI:16828	Indole	798	HMDB0000738	CHEBI:16881
Escherichia coli	562	gm0305	species	Tryptophan	6305	HMDB0000929	CHEBI:16828	Indole	798	HMDB0000738	CHEBI:16881
Escherichia coli	562	gm0305	species	Tryptophan	6305	HMDB0000929	CHEBI:16828	Indole	798	HMDB0000738	CHEBI:16881
Escherichia coli	562	gm0305	species	Tryptophan	6305	HMDB0000929	CHEBI:16828	Indole	798	HMDB0000738	CHEBI:16881
Escherichia coli	562	gm0305	species	Tryptophan	6305	HMDB0000929	CHEBI:16828	Indole	798	HMDB0000738	CHEBI:16881
Escherichia coli	562	gm0305	species	Tryptophan	6305	HMDB0000929	CHEBI:16828	Indole	798	HMDB0000738	CHEBI:16881
Escherichia coli	562	gm0305	species	Tryptophan	6305	HMDB0000929	CHEBI:16828	Indole	798	HMDB0000738	CHEBI:16881
Escherichia coli	562	gm0305	species	Tryptophan	6305	HMDB0000929	CHEBI:16828	Indole	798	HMDB0000738	CHEBI:16881
Escherichia coli	562	gm0305	species	Tryptophan	6305	HMDB0000929	CHEBI:16828	Indole	798	HMDB0000738	CHEBI:16881
Escherichia coli	562	gm0305	species	Tryptophan	6305	HMDB0000929	CHEBI:16828	Indole	798	HMDB0000738	CHEBI:16881
Escherichia coli	562	gm0305	species	Tryptophan	6305	HMDB0000929	CHEBI:16828	Indole	798	HMDB0000738	CHEBI:16881
Escherichia coli	562	gm0305	species	Tryptophan	6305	HMDB0000929	CHEBI:16828	Indole	798	HMDB0000738	CHEBI:16881
Bifidobacterium pseudocatenulatum B7003		gm1100	strain	Daidzin	107971	HMDB0033991	CHEBI:42202	Daidzein	5281708	HMDB0003312	CHEBI:28197
Bifidobacterium longum subsp. infantis B7875		gm1101	strain	Daidzin	107971	HMDB0033991	CHEBI:42202	Daidzein	5281708	HMDB0003312	CHEBI:28197
Bifidobacterium adolescentis B7304		gm1102	strain	Daidzin	107971	HMDB0033991	CHEBI:42202	Daidzein	5281708	HMDB0003312	CHEBI:28197
Bifidobacterium catenulatum B7377		gm1103	strain	Daidzin	107971	HMDB0033991	CHEBI:42202	Daidzein	5281708	HMDB0003312	CHEBI:28197
Bifidobacterium breve B7824		gm1104	strain	Daidzin	107971	HMDB0033991	CHEBI:42202	Daidzein	5281708	HMDB0003312	CHEBI:28197
Bifidobacterium pseudocatenulatum B7003		gm1100	strain	Genistin	5281377	HMDB0033988	CHEBI:27514	Genistein	5280961	HMDB0003217	CHEBI:28088
Bifidobacterium longum subsp. infantis B7875		gm1101	strain	Genistin	5281377	HMDB0033988	CHEBI:27514	Genistein	5280961	HMDB0003217	CHEBI:28088
Bifidobacterium adolescentis B7304		gm1102	strain	Genistin	5281377	HMDB0033988	CHEBI:27514	Genistein	5280961	HMDB0003217	CHEBI:28088
Bifidobacterium catenulatum B7377		gm1103	strain	Genistin	5281377	HMDB0033988	CHEBI:27514	Genistein	5280961	HMDB0003217	CHEBI:28088
Bifidobacterium breve B7824		gm1104	strain	Genistin	5281377	HMDB0033988	CHEBI:27514	Genistein	5280961	HMDB0003217	CHEBI:28088
Bifidobacterium pseudocatenulatum B7003		gm1100	strain	Glycitin	187808	 HMDB0002219	CHEBI:80373	Glycitein	5317750	HMDB0005781	CHEBI:34778
Bifidobacterium longum subsp. infantis B7875		gm1101	strain	Glycitin	187808	 HMDB0002219	CHEBI:80373	Glycitein	5317750	HMDB0005781	CHEBI:34778
Bifidobacterium adolescentis B7304		gm1102	strain	Glycitin	187808	 HMDB0002219	CHEBI:80373	Glycitein	5317750	HMDB0005781	CHEBI:34778
Bifidobacterium catenulatum B7377		gm1103	strain	Glycitin	187808	 HMDB0002219	CHEBI:80373	Glycitein	5317750	HMDB0005781	CHEBI:34778
Bifidobacterium breve B7824		gm1104	strain	Glycitin	187808	 HMDB0002219	CHEBI:80373	Glycitein	5317750	HMDB0005781	CHEBI:34778
Bifidobacterium pseudocatenulatum B7003		gm1100	strain	Astragalin	5282102	HMDB0037429	CHEBI:30200	Kaempferol	5280863	HMDB0005801	CHEBI:28499
Bifidobacterium longum subsp. infantis B7875		gm1101	strain	Astragalin	5282102	HMDB0037429	CHEBI:30200	Kaempferol	5280863	HMDB0005801	CHEBI:28499
Bifidobacterium adolescentis B7304		gm1102	strain	Astragalin	5282102	HMDB0037429	CHEBI:30200	Kaempferol	5280863	HMDB0005801	CHEBI:28499
Bifidobacterium catenulatum B7377		gm1103	strain	Astragalin	5282102	HMDB0037429	CHEBI:30200	Kaempferol	5280863	HMDB0005801	CHEBI:28499
Bifidobacterium breve B7824		gm1104	strain	Astragalin	5282102	HMDB0037429	CHEBI:30200	Kaempferol	5280863	HMDB0005801	CHEBI:28499
Emergencia timonensis SP2-71.3		gm1105	strain	gamma-Butyrobetaine hydrochloride	71314459			Trimethylamine	1146	HMDB0000906	CHEBI:18139
Clostridium sporogenes ATCC 15579	471871	gm1012	strain	Phenylalanine	6140		CHEBI:17295	3-Phenylpropionic acid	107	HMDB0000764	CHEBI:28631
Clostridium sporogenes ATCC 15579	471871	gm1012	strain	Tyrosine	6057	HMDB0000158	CHEBI:17895	3-(4-Hydroxyphenyl)propionic acid	10394	HMDB0002199	CHEBI:32980
Clostridium sporogenes ATCC 15579	471871	gm1012	strain	Tryptophan	6305	HMDB0000929	CHEBI:16828	3-Indolepropionic acid	3744	HMDB0002302	CHEBI:43580
Peptostreptococcus anaerobius CC14N	1073365	gm1107	strain	Tryptophan	6305	HMDB0000929	CHEBI:16828	3-Indolepropionic acid	3744	HMDB0002302	CHEBI:43580
Clostridium cadaveris BB88A		gm1108	strain	Tryptophan	6305	HMDB0000929	CHEBI:16828	3-Indolepropionic acid	3744	HMDB0002302	CHEBI:43580
Clostridium cadaveris CC44 001G	1073356	gm1109	strain	Tryptophan	6305	HMDB0000929	CHEBI:16828	3-Indolepropionic acid	3744	HMDB0002302	CHEBI:43580
Clostridium cadaveris CC40 001C	1073356	gm1110	strain	Tryptophan	6305	HMDB0000929	CHEBI:16828	3-Indolepropionic acid	3744	HMDB0002302	CHEBI:43580
Streptococcus mutans	1309	gm0713	species	Urocanic acid	736715	 HMDB0000301	CHEBI:30817	5-Hydroxy-1H-imidazole-4-carboxamide	124343		CHEBI:88290
Streptococcus mutans	1309	gm0713	species	Urocanic acid	736715	 HMDB0000301	CHEBI:30817	5-Hydroxy-1H-imidazole-4-carboxamide	124343		CHEBI:88290
Eggerthella lenta	84112	gm0695	species	Urocanic acid	736715	 HMDB0000301	CHEBI:30817	5-Hydroxy-1H-imidazole-4-carboxamide	124343		CHEBI:88290
Eggerthella lenta	84112	gm0695	species	Urocanic acid	736715	 HMDB0000301	CHEBI:30817	5-Hydroxy-1H-imidazole-4-carboxamide	124343		CHEBI:88290
Bacteroides stercoris HJ-15		gm1113	strain	Ginsenoside Rg3	9918693	 HMDB0039546	CHEBI:67991	Ginsenoside Rh2	119307		CHEBI:77147
Eubacterium sp. A-44	394229	gm0715	species	Ginsenoside Rg3	9918693	 HMDB0039546	CHEBI:67991	Ginsenoside Rh2	119307		CHEBI:77147
Fusobacterium sp. K-60		gm0716	species	Ginsenoside Rg3	9918693	 HMDB0039546	CHEBI:67991	Ginsenoside Rh2	119307		CHEBI:77147
Eubacterium sp. A-44	394229	gm0715	species	Ginsenoside Rh2	119307	 HMDB0039546	CHEBI:77147	(20S)-Protopanaxadiol	11213350		CHEBI:75950
Bacteroides stercoris HJ-15		gm1113	species	Ginsenoside Rh2	119307	 HMDB0039546	CHEBI:77147	(20S)-Protopanaxadiol	11213350		CHEBI:75950
Fusobacterium sp. K-60		gm0716	species	(20R)-Ginsenoside Rg3	46887680		CHEBI:67990	20(R)-Ginsenoside Rh2	54580480		CHEBI:172776
Bacteroides stercoris HJ-15		gm1113	strain	(20R)-Ginsenoside Rg3	46887680		CHEBI:67990	20(R)-Ginsenoside Rh2	54580480		CHEBI:172776
Bacteroides stercoris HJ-15		gm1113	strain	20(R)-Ginsenoside Rh2	54580480		CHEBI:172776	Protopanaxadiol	9920281		CHEBI:76237
Blautia sp. AUH-JLD56		gm1114	species	Arctigenin	64981		CHEBI:79	3'-desmethylarctigenin			
Ruminococcus	1263	gm0587	genus					Glycerophospholipids			CHEBI:37739
Roseburia inulinivorans A2–194(F)		gm1116	strain	L-Fucose	17106	HMDB0000174	CHEBI:2181	Propionate	104745		CHEBI:17272
Roseburia inulinivorans A2–194(F)		gm1116	strain	L-Fucose	17106	HMDB0000174	CHEBI:2181	Propanol	1031		CHEBI:28831
Roseburia inulinivorans A2–194(F)		gm1116	strain	L-Fucose	17106	HMDB0000174	CHEBI:2181	Butyrate	104775		CHEBI:17968
Bacteroides caccae	47678	gm0079	species					Ethyl phenyllactate, (-)-	9877619	 HMDB0032618	
Clostridium sp.	1506	gm0210	species					Ethyl phenyllactate, (-)-	9877619	 HMDB0032618	
Escherichia coli	562	gm0305	species					Ethyl phenyllactate, (-)-	9877619	 HMDB0032618	
Firmicutes bacterium CAG110		gm1118	strain					Ethyl phenyllactate, (-)-	9877619	 HMDB0032618	
Firmicutes bacterium CAG129		gm1119	strain					Ethyl phenyllactate, (-)-	9877619	 HMDB0032618	
Firmicutes bacterium CAG176		gm1120	strain					Ethyl phenyllactate, (-)-	9877619	 HMDB0032618	
Subdoligranulum sp.	2053618	gm0721	species					Ethyl phenyllactate, (-)-	9877619	 HMDB0032618	
Bacteroides caccae	47678	gm0079	species					(R)-3-(4-Hydroxyphenyl)lactate	9548632		CHEBI:10980
Clostridium sp.	1506	gm0210	species					(R)-3-(4-Hydroxyphenyl)lactate	9548632		CHEBI:10980
Escherichia coli	562	gm0305	species					(R)-3-(4-Hydroxyphenyl)lactate	9548632		CHEBI:10980
Firmicutes bacterium CAG110		gm1118	strain					(R)-3-(4-Hydroxyphenyl)lactate	9548632		CHEBI:10980
Firmicutes bacterium CAG129		gm1119	strain					(R)-3-(4-Hydroxyphenyl)lactate	9548632		CHEBI:10980
Firmicutes bacterium CAG176		gm1120	strain					(R)-3-(4-Hydroxyphenyl)lactate	9548632		CHEBI:10980
Subdoligranulum sp.	2053618	gm0721	species					(R)-3-(4-Hydroxyphenyl)lactate	9548632		CHEBI:10980
Collinsella tanakaei YIT 12063(T)	742742	gm1129	strain	D-Glucose	5793	HMDB0000122	CHEBI:4167	Lactate	91435		CHEBI:24996
Collinsella tanakaei YIT 12063(T)	742742	gm1129	strain	D-Glucose	5793	HMDB0000122	CHEBI:4167	Acetate	175		CHEBI:30089
Collinsella tanakaei YIT 12063(T)	742742	gm1129	strain	D-Glucose	5793	HMDB0000122	CHEBI:4167	Formate	283		CHEBI:15740
Collinsella tanakaei YIT YIT 12064	626935	gm1130	strain	D-Glucose	5793	HMDB0000122	CHEBI:4167	Formate	283		CHEBI:15740
Succinatimonas hippei YIT 12066(T)		gm1131	strain	D-Glucose	5793	HMDB0000122	CHEBI:4167	Succinate	160419		CHEBI:30031
Succinatimonas hippei YIT 12066(T)		gm1131	strain	D-Glucose	5793	HMDB0000122	CHEBI:4167	Acetate	175		CHEBI:30089
Bacillus sp. 46	1266601	gm1132	species	Avicularin	5490064	 HMDB0030860	CHEBI:65460	Quercetin	5280343	HMDB0005794	CHEBI:16243
Bacillus sp. 46	1266601	gm1132	species	Quercetin	5280343	HMDB0005794	CHEBI:16243	Quercitrin	5280459	HMDB0033751	CHEBI:17558
Bacillus sp. 46	1266601	gm1132	species	Quercetin	5280343	HMDB0005794	CHEBI:16243	Isoquercitrin	5280804	HMDB0037362	CHEBI:68352
Bacillus sp. 46	1266601	gm1132	species	Quercetin	5280343	HMDB0005794	CHEBI:16243	Quercimeritrin	5282160		CHEBI:28529
Bacillus sp. 46	1266601	gm1132	species	Avicularin	5490064	 HMDB0030860	CHEBI:65460	11-Methoxycurvularin	10381440		
Clostridium scindens ATCC 35704	411468	gm1133	strain	D-Glucose	5793	HMDB0000122	CHEBI:4167	Ethanol	702	HMDB0000108	CHEBI:16236
Clostridium scindens ATCC 35704	411468	gm1133	strain	D-Glucose	5793	HMDB0000122	CHEBI:4167	Acetate	175		CHEBI:30089
Clostridium scindens ATCC 35704	411468	gm1133	strain	D-Glucose	5793	HMDB0000122	CHEBI:4167	Formate	283		CHEBI:15740
Clostridium scindens ATCC 35704	411468	gm1133	strain	D-Glucose	5793	HMDB0000122	CHEBI:4167	Hydrogen	783	HMDB0001362	CHEBI:18276
Parasutterella excrementihominis YIT 11859(T)		gm1134	strain					Propionate	104745		CHEBI:17272
Butyricimonas virosa MT12(T)		gm1135	strain	D-Glucose	5793	HMDB0000122	CHEBI:4167	Isobutyric acid	6590	HMDB0001873	CHEBI:16135
Butyricimonas virosa MT12(T)		gm1135	strain	D-Glucose	5793	HMDB0000122	CHEBI:4167	Butyrate	104775		CHEBI:17968
Butyricimonas synergistica MT01(T)		gm1136	strain	D-Glucose	5793	HMDB0000122	CHEBI:4167	Isobutyric acid	6590	HMDB0001873	CHEBI:16135
