cid,syno
689043,MLS000069738
689043,CHEBI:36281
689043,MFCD00004392
689043,NSC623438
689043,"2-Propenoic acid, 3-(3,4-dihydroxyphenyl)-, (2E)-"
689043,SMR000058214
689043,"(2E)-3-(3,4-dihydroxyphenyl)acrylic acid"
689043,CAFFEIC ACID (IARC)
689043,CAFFEIC ACID [IARC]
689043,Caffeic acid - Natural
689043,SR-01000000203
689043,"caffeic acid, (E)-isomer"
689043,DTXSID5020231
689043,caffeic-acid
689043,Caffeic acid pure
689043,"Caffeic acid, 1"
689043,Caffeic acid 1000 microg/mL in Acetone
689043,"3,4-dihydroxycinnamic acid (caffeic acid)"
689043,"Caffeic Acid,(S)"
689043,"Caffeic acid, trans-"
689043,"3,4-dihydroxycinnamate"
689043,CAFFEIC ACID natural
689043,Opera_ID_1700
689043,CAFFEIC ACID [MI]
689043,D00HIB
689043,D0V9EN
689043,CAFFEIC ACID [DSC]
689043,"Cinnamic acid,4-dihydroxy-"
689043,"3,4-Dihydroxycinnamic acid, predominantly trans"
689043,CAFFEIC ACID [HSDB]
689043,CAFFEIC ACID [INCI]
689043,"3,4-Dihydroxybenzeneacrylate"
689043,SCHEMBL23358
689043,"3,4-Dihydroxy-cinnamic acid"
689043,MLS001076493
689043,MLS002207132
689043,MLS002222302
689043,MLS006011849
689043,BIDD:ER0456
689043,DTXCID10231
689043,SPECTRUM1503987
689043,CAFFEIC ACID [WHO-DD]
689043,"2-Propenoic acid,3-(3,4-dihydroxyphenyl)-, (2E)-"
689043,"3,4-Dihydroxycinnamate, XVII"
689043,BDBM4375
689043,cid_689043
689043,GTPL5155
689043,AMY3943
689043,"Trans 3,4-Dihydroxycinnamic acid"
689043,DTXSID901316055
689043,HMS2235G09
689043,HMS3260J17
689043,HMS3649O17
689043,(C9-H8-O4)x-
689043,BCP28271
689043,HY-N0172
689043,Tox21_200648
689043,Tox21_500208
689043,BBL012113
689043,Caffeic Acid - CAS 331-39-5
689043,CCG-38895
689043,s2277
689043,STK397812
689043,"Caffeic acid, >=98.0% (HPLC)"
689043,"2-Propenoic acid,4-dihydroxyphenyl)-"
689043,AKOS000144463
689043,AC-8006
689043,CS-8205
689043,DB01880
689043,LP00208
689043,LS-1204
689043,SDCCGMLS-0002982.P003
689043,SDCCGSBI-0050196.P004
689043,NCGC00017364-04
689043,NCGC00017364-05
689043,NCGC00017364-06
689043,NCGC00017364-07
689043,NCGC00017364-08
689043,NCGC00017364-09
689043,NCGC00017364-10
689043,NCGC00017364-11
689043,NCGC00017364-12
689043,NCGC00017364-13
689043,NCGC00017364-22
689043,NCGC00022654-03
689043,NCGC00022654-04
689043,NCGC00022654-05
689043,NCGC00022654-06
689043,NCGC00022654-07
689043,NCGC00022654-08
689043,NCGC00022654-09
689043,NCGC00258202-01
689043,NCGC00260893-01
689043,"(E)-3-(3,4-dihydroxyphenyl)acrylicacid"
689043,AS-10895
689043,BP-30112
689043,CAS-331-39-5
689043,SMR004703501
689043,XC164210
689043,"4-(2'Carboxyvinyl)-1,2-dihydroxybenzene"
689043,"Caffeic acid, purum, >=95.0% (HPLC)"
689043,AB00490047
689043,EU-0100208
689043,SW197202-3
689043,2-Morpholin-4-yl-isonicotinicacidhydrochloride
689043,"2-Propenoic acid, 3-(3,4-dihdroxyphenyl)-"
689043,"(E)-3-(3,4-dihydroxyphenyl)prop-2-enoicacid"
689043,C 0625
689043,C-1500
689043,C01197
689043,C01481
689043,"(E)-3-(3,4-dihydroxyphenyl)-2-propenoic acid"
689043,EN300-1067793
689043,"(2E)-3-(3,4-Dihydroxyphenyl)-2-propenoic acid"
689043,A851723
689043,CAFFEIC ACID (CONSTITUENT OF BLACK COHOSH)
689043,Q414116
689043,SR-01000000203-2
689043,SR-01000000203-6
689043,SR-01000000203-7
689043,SR-01000000203-8
689043,BRD-K09900591-001-06-9
689043,SR-01000000203-13
689043,CAFFEIC ACID (CONSTITUENT OF BLACK COHOSH) [DSC]
689043,F3096-1708
689043,Z240113804
689043,8B3E4DA7-F3B0-4972-A315-2E387071737F
689043,"trans-Caffeic acid, certified reference material, TraceCERT(R)"
689043,"Caffeic acid, matrix substance for MALDI-MS, >=99.0% (HPLC)"
689043,"Caffeic acid, United States Pharmacopeia (USP) Reference Standard"
689043,"Caffeic acid, matrix substance for MALDI-MS, >=99.0% (HPLC), powder, light beige"
689043,"InChI=1/C9H8O4/c10-7-3-1-6(5-8(7)11)2-4-9(12)13/h1-5,10-11H,(H,12,13)/b4-2"
53399195,A821421
53399195,"3-methyl-1,4,5-tris(oxidanyl)cyclohexane-1-carboxylic acid; 4-prop-1-enylbenzene-1,2-diol"
53399195,"4-prop-1-enylbenzene-1,2-diol; 1,3,4-trihydroxy-5-methyl-1-cyclohexanecarboxylic acid"
160254,Cryptotanshinone
160254,35825-57-1
160254,Tanshinone c
160254,Cryptotanshinon
160254,"(R)-1,2,6,7,8,9-Hexahydro-1,6,6-trimethyl-phenanthro(1,2-b)furan-10,11-dione"
160254,(15R)-cryptotanshinone
160254,C19H20O3
160254,UNII-5E9SXT166N
160254,5E9SXT166N
160254,"(1R)-1,6,6-trimethyl-2,7,8,9-tetrahydro-1H-naphtho[1,2-g][1]benzofuran-10,11-dione"
160254,"(R)-1,6,6-trimethyl-1,2,6,7,8,9-hexahydrophenanthro[1,2-b]furan-10,11-dione"
160254,MLS001049002
160254,DTXSID0044072
160254,SMR000387041
160254,4733-35-1
160254,"1,2,6,7,8,9-Hexahydro-1,6,6-trimethyl[1,2-b]furan-10,11-dione"
160254,MFCD07636810
160254,(-)-Cryptotanshinone
160254,"(1R)-1,6,6-trimethyl-2,3a,7,8,9,11a-hexahydro-1H-naphtho[1,2-g]benzofuran-10,11-dione"
160254,"Phenanthro(1,2-b)furan-10,11-dione, 1,2,6,7,8,9-hexahydro-1,6,6-trimethyl-, (R)-"
160254,"PHENANTHRO(1,2-B)FURAN-10,11-DIONE, 1,2,6,7,8,9-HEXAHYDRO-1,6,6-TRIMETHYL-, (1R)-"
160254,Cryptotanshinon;Tanshinone c
160254,SR-01000758222
160254,Cyptotanshinone
160254,NSC686518
160254,starbld0002638
160254,SPECTRUM1505812
160254,CHEMBL187460
160254,cid_160254
160254,SCHEMBL5940386
160254,DTXCID8024072
160254,BDBM57938
160254,CHEBI:149838
160254,GVKKJJOMQCNPGB-JTQLQIEISA-N
160254,HMS2269A22
160254,BCP02909
160254,"Cryptotanshinone, >=90% (HPLC)"
160254,"Cryptotanshinone, >=98% (HPLC)"
160254,HY-N0174
160254,"Cryptotanshinone, analytical standard"
160254,HB1434
160254,s2285
160254,AKOS015895392
160254,BCP9000554
160254,CCG-208561
160254,CS-3276
160254,DB15579
160254,"1,2,6,7,8,9-hexahydro-1,6,6-trimethyl- (R)-phenanthro(1,2-b)furan-10,11-dione"
160254,NCGC00163650-01
160254,NCGC00163650-02
160254,BS-17094
160254,NCI60_031208
160254,BCP0726000307
160254,LS-193719
160254,C3363
160254,EN300-7416850
160254,A822990
160254,Q-100429
160254,SR-01000758222-3
160254,SR-01000758222-4
160254,BRD-K33336844-001-05-3
160254,Q27261913
160254,CRYPTOTANSHINONE (CONSTITUENT OF CHINESE SALVIA)
160254,Z2037317972
160254,CRYPTOTANSHINONE (CONSTITUENT OF CHINESE SALVIA) [DSC]
160254,"Phenanthro[1,11-dione, 1,2,6,7,8,9-hexahydro-1,6,6-trimethyl-, (1R)-"
160254,"(1R)-1,6,6-trimethyl-1H,2H,6H,7H,8H,9H,10H,11H-phenanthro[1,2-b]furan-10,11-dione"
160254,"(1R)-1,6,6-trimethyl-2,7,8,9-tetrahydro-1H-naphtho[1,2-g]benzofuran-10,11-dione"
160254,"(1R)-1,6,6-trimethyl-2,7,8,9-tetrahydro-1H-naphtho[1,2-g]benzofuran-10,11-quinone"
160254,"(R)-1,2,6,7,8,9-Hexahydro-1,6,6-trimethylphenanthro[1,2-b]furan-10,11-dione"
160254,"Phenanthro[1,2-b]furan-10,11-dione, 1,2,6,7,8,9-hexahydro-1,6,6-trimethyl-, (-)-"
160254,"Phenanthro[1,2-b]furan-10,11-dione,1,2,6,7,8,9-hexahydro-1,6,6-trimethyl-, (R)-"
128861,Cyanidin
128861,13306-05-3
128861,cyanidin cation
128861,"2-(3,4-dihydroxyphenyl)chromenylium-3,5,7-triol"
128861,"3,5,7,3',4'-Pentahydroxyflavylium"
128861,"Flavylium, 3,3',4',5,7-pentahydroxy-"
128861,CHEMBL404515
128861,"2-(3,4-Dihydroxyphenyl)-3,5,7-trihydroxy-1-Benzopyrylium"
128861,UNII-7732ZHU564
128861,CHEBI:27843
128861,"3,3',4',5,7-pentahydroxyflavylium"
128861,7732ZHU564
128861,"1-Benzopyrylium, 2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-"
128861,"2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxychromenylium"
128861,cyanidin ion
128861,cyanidin(1+)
128861,D0V3PG
128861,SCHEMBL20799
128861,"2-(3,4-dihydroxyphenyl) chromenylium-3,5,7-triol"
128861,NIOSH/LK9820000
128861,DTXSID10157933
128861,VEVZSMAEJFVWIL-UHFFFAOYSA-O
128861,C15H11O6
128861,BDBM50241503
128861,LMPK12010002
128861,C15-H11-O6
128861,"3,3'',4'',5,7-pentahydroxyflavylium"
128861,"3,3',4',5,7-Pentahydroxyflavyliumchlorid"
128861,"3,3',4,5,7-Pentahydroxyflavylium chloride"
128861,LK98200000
128861,"3,5,7,3'''',4''''-Pentahydroxyflavylium"
128861,"3,3',4',5,7-Pentahydroxyflavylium acid anion"
128861,C05905
128861,S00118
128861,"chlorure de 3,3',4',5,7-pentahydroxyflavylium"
128861,Q417606
128861,"2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxychromenium"
128861,"Flavylium, 3,3',4',5,7-pentahydroxy-, acid anion"
128861,"Benzopyrylium, 2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-, acid anion"
128861,"InChI=1/C15H10O6/c16-8-4-11(18)9-6-13(20)15(21-14(9)5-8)7-1-2-10(17)12(19)3-7/h1-6H,(H4-,16,17,18,19,20)/p+"
11688609,Danshenol C
11688609,910856-25-6
11688609,15-Epi-Danshenol-A
11688609,"(1R,10R)-10-hydroxy-1,6-dimethyl-10-(2-oxopropyl)-1,2-dihydronaphtho[1,2-g][1]benzofuran-11-one"
11688609,216987-13-2
11688609,AKOS032962671
11688609,"(1R)-10beta-Hydroxy-10-(2-oxopropyl)-1beta,6-dimethyl-1,2-dihydrophenanthro[1,2-b]furan-11(10H)-one"
127567,Dan shen spiroketal lactone
127567,DS-Skl
127567,Dan-shen spiroketallactone
127567,"(4'R)-4',6-dimethylspiro[benzo[g][2]benzofuran-3,2'-oxolane]-1-one"
127567,100414-80-0
127567,Danshinspiroketallactone
127567,DTXSID10905471
127567,AKOS040736471
127567,"4',6-Dimethyl-1H-spiro[naphtho[1,2-c]furan-3,2'-oxolan]-1-one"
127567,"Spiro(furan-2(3H),3'(1'H)-naphtho(1,2-c)furan)-1'-one, 4,5-dihydro-4,6'-dimethyl-, (2S-trans)-"
11629084,Salvianolic acid B
11629084,115939-25-8
11629084,Danfensuan B
11629084,Lithospermic acid B
11629084,Salvianolic-acid-B
11629084,Salvianic acid B
11629084,121521-90-2
11629084,"(R)-2-(((2R,3R)-4-((E)-3-((R)-1-Carboxy-2-(3,4-dihydroxyphenyl)ethoxy)-3-oxoprop-1-en-1-yl)-2-(3,4-dihydroxyphenyl)-7-hydroxy-2,3-dihydrobenzofuran-3-carbonyl)oxy)-3-(3,4-dihydroxyphenyl)propanoic acid"
11629084,"(2R)-2-[(E)-3-[(2R,3R)-3-[(1R)-1-carboxy-2-(3,4-dihydroxyphenyl)ethoxy]carbonyl-2-(3,4-dihydroxyphenyl)-7-hydroxy-2,3-dihydro-1-benzofuran-4-yl]prop-2-enoyl]oxy-3-(3,4-dihydroxyphenyl)propanoic acid"
11629084,C36H30O16
11629084,1607436-77-0
11629084,Danshensuan B
11629084,C36-H30-O16
11629084,Salcianolic acid B
11629084,CHEMBL3747259
11629084,"(2R-(2alpha,3beta(R*),4(E(R*))))-3-(1-Carboxy-2-(3,4-dihydroxyphenyl)ethyl) 4-(3-(1-carboxy-2-(3,4-dihydroxyphenyl)ethoxy)-3-oxo-1-propenyl)-2-(3,4-dihydroxyphenyl)-2,3-dihydro-7-hydroxy-3-benzofurancarboxylate"
11629084,MFCD23115783
11629084,AKOS015920258
11629084,AS-56980
11629084,"(2R)-2-{[(2E)-3-[(2R,3R)-3-{[(1R)-1-CARBOXY-2-(3,4-DIHYDROXYPHENYL)ETHOXY]CARBONYL}-2-(3,4-DIHYDROXYPHENYL)-7-HYDROXY-2,3-DIHYDRO-1-BENZOFURAN-4-YL]PROP-2-ENOYL]OXY}-3-(3,4-DIHYDROXYPHENYL)PROPANOIC ACID"
11629084,"(R)-2-((2R,3R)-4-((E)-3-((R)-1-carboxy-2-(3,4-dihydroxyphenyl)ethoxy)-3-oxoprop-1-enyl)-2-(3,4-dihydroxyphenyl)-7-hydroxy-2,3-dihydrobenzofuran-3-carbonyloxy)-3-(3,4-dihydroxyphenyl)propanoic acid"
5742590,Daucosterol
5742590,Sitogluside
5742590,Eleutheroside A
5742590,474-58-8
5742590,Alexandrin
5742590,Daucosterin
5742590,Coriandrinol
5742590,beta-Sitosterol glucoside
5742590,BSSG
5742590,Doursterol
5742590,Sitoglusidum
5742590,Sterolin
5742590,Daucosterine
5742590,Sitoglusido
5742590,WA 184
5742590,beta-Daucosterol
5742590,EU-4906
5742590,Sitosteryl glycoside
5742590,AW 10
5742590,Sitosterol D-glucoside
5742590,NSC-165962
5742590,BSS-G
5742590,beta-Sitosteryl glucoside
5742590,Eleutheroside  A
5742590,beta-Sitosterol monoglucoside
5742590,UNII-U45VN859W3
5742590,CHEBI:67554
5742590,AW-10
5742590,U45VN859W3
5742590,WA-184
5742590,Sitogluside (USAN/INN)
5742590,Sitogluside [USAN:INN]
5742590,3-beta-(beta-D-Glucopyranosyloxy)stigmast-5-ene
5742590,Sitoglusidum [INN-Latin]
5742590,beta-sitosteryl-beta-D-glucopyranoside
5742590,beta-Sitosterol D-glucoside
5742590,NSC 165962
5742590,Sitoglusido [INN-Spanish]
5742590,.beta.-sitosterol-glucoside
5742590,BRN 4359450
5742590,CHEMBL506678
5742590,Sitosterol-3-O-beta-D-glucoside
5742590,(3beta)-stigmast-5-en-3-yl beta-D-glucopyranoside
5742590,EU 4906
5742590,".beta.-D-Glucopyranoside, (3.beta.)-stigmast-5-en-3-yl"
5742590,beta-sitosterol 3-O-beta-D-glucopyranoside
5742590,(-)-beta-Sitosterol-beta-D-glucopyranoside
5742590,3beta-(beta-D-Glucopyranosyloxy)stigmast-5-ene
5742590,D05848
5742590,"(2R,3R,4S,5S,6R)-2-[[(3S,8S,9S,10R,13R,14S,17R)-17-[(2R,5R)-5-ethyl-6-methylheptan-2-yl]-10,13-dimethyl-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-yl]oxy]-6-(hydroxymethyl)oxane-3,4,5-triol"
5742590,(3-beta)-Stigmast-5-en-3-yl-beta-D-glucopyranoside
5742590,NSC165962
5742590,sitosterol glucuronide
5742590,AC1NX3NW
5742590,beta-sitosterol glucutonide
5742590,beta-sitosterol-beta-D-glycoside
5742590,C35H60O6
5742590,FT-0686600
5742590,CID5742590
5742590,"Stigmast-5-ene, 3-beta-(beta-D-glucopyranosyloxy)-"
5742590,SITOGLUSIDE [INN]
5742590,"beta-D-Glucopyranoside, (3beta)-stigmast-5-en-3-yl"
5742590,O-glucosyl-beta-sitosterol
5742590,SITOGLUSIDE [USAN]
5742590,SureCN137210
5742590,b-Sitosterol b-D-glucoside
5742590,Ambap474-58-8
5742590,C011015
5742590,SCHEMBL137210
5742590,sitosteryl 3-beta-D-glucoside
5742590,beta-SITOSTEROL-GLUCOSIDE
5742590,beta-Sitosterol beta-D-Glucoside
5742590,NPJICTMALKLTFW-OFUAXYCQSA-N
5742590,DTXSID301045674
5742590,HY-N0410
5742590,3-O-beta-D-glucosyl-beta-sitosterol
5742590,BDBM50257635
5742590,MFCD01683621
5742590,beta-sitosterol 3-O-beta-D-glucoside
5742590,beta-sitosterol-beta-D-glucopyranoside
5742590,AKOS032962016
5742590,C35-H60-O6
5742590,CS-5421
5742590,Eleutheroside A;-Sitosterol -D-glucoside
5742590,MS-30381
5742590,.BETA.-SITOSTEROL-.BETA.-D-GLUCOSIDE
5742590,C20785
5742590,SITOSTEROL 3-O-.BETA.-D-GLUCOPYRANOSIDE
5742590,Q-100502
5742590,Q15410900
5742590,3.BETA.-(.BETA.-D-GLUCOPYRANOSYLOXY)STIGMAST-5-ENE
5742590,BETA-SITOSTEROL GLUCOSIDE (DAUCOSTEROL) (CONSTITUENT OF STINGING NETTLE)
5742590,BETA-SITOSTEROL GLUCOSIDE (DAUCOSTEROL) (CONSTITUENT OF STINGING NETTLE) [DSC]
5742590,"(2R,3R,4S,5S,6R)-2-(((3S,8S,9S,10R,13R,14S,17R)-17-((2R,5R)-5-Ethyl-6-methylheptan-2-yl)-10,13-dimethyl-2,3,4,7,8,9,10,11,12,13,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-3-yl)oxy)-6-(hydroxymethyl)tetrahydro-2H-pyran-3,4,5-triol"
5742590,"(2R,3R,4S,5S,6R)-2-((3S,8S,9S,10R,13R,14S,17R)-17-((2R,5R)-5-ethyl-6-methylheptan-2-yl)-10,13-dimethyl-2,3,4,7,8,9,10,11,12,13,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-3-yloxy)-6-(hydroxymethyl)tetrahydro-2H-pyran-3,4,5-triol"
5742590,"(2R,3R,4S,5S,6R)-2-[[(3S,8S,9S,10R,13R,14S,17R)-17-[(1R,4R)-4-ethyl-1,5-dimethyl-hexyl]-10,13-dimethyl-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-yl]oxy]-6-(hydroxymethyl)tetrahydropyran-3,4,5-triol"
3082765,Dehydromiltirone
3082765,116064-77-8
3082765,"8,8-dimethyl-2-propan-2-yl-7H-phenanthrene-3,4-dione"
3082765,RPP9EW3OBQ
3082765,"2-Isopropyl-8,8-dimethyl-7,8-dihydrophenanthrene-3,4-dione"
3082765,"1,2-Didehydromiltirone"
3082765,"3,4-Phenanthrenedione, 7,8-dihydro-8,8-dimethyl-2-(1-methylethyl)-"
3082765,"7,8-Dihydro-8,8-dimethyl-2-(1-methylethyl)-3,4-phenanthrenedione"
3082765,UNII-RPP9EW3OBQ
3082765,SCHEMBL13568177
3082765,DTXSID50151273
3082765,AKOS040760365
3082765,HY-122961
3082765,CS-0090725
15690458,DEOXYNEOCRYPTOTANSHINONE
15690458,Neocryptotanshinone II
15690458,27468-20-8
15690458,"1-hydroxy-8,8-dimethyl-2-propan-2-yl-6,7-dihydro-5H-phenanthrene-3,4-dione"
15690458,"1,4-Phenanthrenedione, 5,6,7,8-tetrahydro-3-hydroxy-2-isopropyl-8,8-dimethyl-"
15690458,"5,6,7,8-Tetrahydro-3-hydroxy-8,8-dimethyl-2-(1-methylethyl)-1,4-phenanthrenedione"
15690458,NeocryptotanshinoneII
15690458,CHEMBL1813345
15690458,CBA46820
15690458,HY-N3734
15690458,AKOS032948958
15690458,AKOS040762101
15690458,CS-0024128
10353347,(?)-Dihydrokaranone
1153,DL-Tyrosine
1153,556-03-6
1153,H-DL-Tyr-OH
1153,2-amino-3-(4-hydroxyphenyl)propanoic acid
1153,"Tyrosine, DL-"
1153,(.+-.)-Tyrosine
1153,MFCD00063074
1153,(+-)-Tyrosine
1153,UNII-A9BAT9B32M
1153,A9BAT9B32M
1153,DL-TYROSINE-BETA-13C
1153,L-Tyrosine (phenol-4-13C)
1153,DL-4-Hydroxyphenylalanine-15N
1153,L-Tryosine
1153,CHEBI:18186
1153,EINECS 209-113-1
1153,NSC 205006
1153,NSC-205006
1153,55520-40-6
1153,"L-Tyrosine-2,3,5,6-D4"
1153,AI3-18479
1153,L-TYROSINE-BETA-13C
1153,"Benzenepropanoic acid, (S)-"
1153,tyrosin
1153,"L-TYROSINE (3,3-D2)"
1153,"L-4-Hydroxyphenyl-3,5-d2-alanine"
1153,3-(4-Hydroxyphenyl)-DL-alanine
1153,"L-4-HYDROXYPHENYL-D4-ALANINE-2,3,3-D3"
1153,25619-78-7
1153,2-amino-3-(4-hydroxyphenyl)-propanoic acid
1153,laevo-tyrosine
1153,dl-p-tyrosine
1153,MFCD00063073
1153,DL-Tyrozine
1153,Tyrosine #
1153,DL- Tyrosine
1153,(2s)-tyrosine
1153,(DL)-Tyrosine
1153,30811-19-9
1153,55443-60-2
1153,DL-Tyrosine 25GR
1153,"DL-Tyrosine, 99%"
1153,(.+/-.)-Tyrosine
1153,.alpha.-Amino-.beta.-(4-hydroxyphenyl)propionic acid
1153,"TYROSINE, (L)"
1153,SCHEMBL1580
1153,NCIOpen2_001002
1153,(+/-)-TYROSINE
1153,CHEMBL108615
1153,DTXSID50859040
1153,NSC9973
1153,Pharmakon1600-01300046
1153,BCP28669
1153,HY-Y0123
1153,NSC-9973
1153,NSC82624
1153,BBL007890
1153,NSC205006
1153,NSC760112
1153,STK387122
1153,AKOS000119676
1153,AKOS016050613
1153,AB00245
1153,AB02505
1153,AM82305
1153,CCG-202972
1153,Intermediates of Sacubitril(AHU-377)
1153,LS-4172
1153,NSC-760112
1153,UPCMLD0ENAT5883816:001
1153,4-Hydroxy-alpha-aminobenzenepropanoic acid
1153,AC-24050
1153,AS-11716
1153,SY013607
1153,SY014304
1153,2-amino-3-(4-hydroxyphenyl)propionic acid
1153,"DL-Tyrosine, puriss., >=99.0% (NT)"
1153,2-amino-3-(4-hydroxyphenyl)-propionic acid
1153,CS-0008411
1153,EU-0066703
1153,FT-0602783
1153,FT-0625526
1153,FT-0628034
1153,FT-0693464
1153,T0549
1153,2-amino-3-(4-hydroxy-phenyl)-propionic acid
1153,EN300-17972
1153,C01536
1153,T-9020
1153,A830719
1153,SR-01000597209
1153,(+/-)-2-Amino-3-(4-hydroxyphenyl)propionic acid
1153,SR-01000597209-1
1153,Q27102882
1153,Q27115119
1153,Z57127380
1153,F0345-2313
1153,5C49731F-8609-4ECA-909D-8E4C8515147E
1153,"1-[4-(acetylamino)phenyl]-N-(4-fluorobenzyl)-2-oxo-1,2-dihydropyridine-3-carboxamide"
6713078,(-)-Epicedrol
6713078,19903-73-2
6713078,epi-Cedrol
6713078,8-epicedrol
6713078,"(1S,2R,5S,7R,8S)-2,6,6,8-tetramethyltricyclo[5.3.1.01,5]undecan-8-ol"
6713078,"(3R,3aS,6S,7R,8aS)-3,6,8,8-tetramethyloctahydro-1H-3a,7-methanoazulen-6-ol"
6713078,Isocedranol
6713078,(+)-pseudocedrol
6713078,NCIMech_000347
6713078,SCHEMBL6510353
6713078,CHEBI:52226
6713078,DTXSID90425147
6713078,SVURIXNDRWRAFU-IUCRJAEQSA-N
6713078,CCG-35709
6713078,CCG-36437
6713078,LMPR0103690005
6713078,Q27123312
54691413,(E)-Ferulate
54691413,caffeic acid 3-methyl ether
54691413,(E)-3-(4-Hydroxy-3-methoxyphenyl)-2-propenoate
54691413,CHEBI:29749
54691413,A803063
54691413,(2E)-3-(4-hydroxy-3-methoxyphenyl)prop-2-enoate
54691413,(E)-3-(3-methoxy-4-oxidanyl-phenyl)prop-2-enoate
54691413,Q27104087
5317570,(-)-Germacrene D
5317570,Germacrene D
5317570,23986-74-5
5317570,V2I9ATG34E
5317570,UNII-V2I9ATG34E
5317570,"(1E,6E,8S)-1-methyl-5-methylidene-8-propan-2-ylcyclodeca-1,6-diene"
5317570,"1(10),4(14),5-Germacratriene"
5317570,"(1E,6E,8S)-1-methyl-5-methylidene-8-(propan-2-yl)cyclodeca-1,6-diene"
5317570,"(1E,5E)-germacra-1(10),4(15),5-triene"
5317570,"(1E,6E,8S)-8-isopropyl-1-methyl-5-methylenecyclodeca-1,6-diene"
5317570,"(1E,6E,8S)-1-methyl-8-(1-methylethyl)-5-methylidenecyclodeca-1,6-diene"
5317570,"1-Methyl-5-methylene-8-(1-methylethyl)-1,6-cyclodecadiene"
5317570,CHEBI:49044
5317570,CHEBI:49045
5317570,DTXSID101019972
5317570,(-)-(S)-germacrene D
5317570,(-)-(7S)-germacrene-D
5317570,"1,6-Cyclodecadiene, 1-methyl-5-methylene-8-(1-methylethyl)-"
5317570,"(1E,6E)-1-methyl-5-methylidene-8-(propan-2-yl)cyclodeca-1,6-diene"
5317570,DTXCID40909740
5317570,DTXSID70881247
5317570,GAIBLDCXCZKKJE-QRYCCKSOSA-N
5317570,GAIBLDCXCZKKJE-RXJOXMPGSA-N
5317570,AKOS040733249
5317570,MS-23113
5317570,HY-125685
5317570,CS-0093013
5317570,Q27121450
5317570,"1-Methyl-5-methylene-7-(1-methylethyl)-1,6-cyclodecadiene"
5317570,"1,6-Cyclodecadiene, 1-methyl-5-methylene-7-(1-methylethyl)-"
5317570,"1,6-Cyclodecadiene, 1-methyl-5-methylene-8-(1-methylethyl)-, (1E,6E,8S)-"
750,glycine
750,2-Aminoacetic acid
750,56-40-6
750,aminoacetic acid
750,Glycocoll
750,Aminoethanoic acid
750,Glycolixir
750,H-Gly-OH
750,Glycosthene
750,Glicoamin
750,Aciport
750,Padil
750,Glycin
750,Hampshire glycine
750,L-Glycine
750,Amitone
750,Leimzucker
750,Aminoazijnzuur
750,"Acetic acid, amino-"
750,"Glycine, non-medical"
750,Sucre de gelatine
750,Glycinum
750,GLY (IUPAC abbrev)
750,Gyn-hydralin
750,Corilin
750,Glicina
750,Glycine [INN]
750,Glyzin
750,FEMA No. 3287
750,Acido aminoacetico
750,Glycinum [INN-Latin]
750,Glicina [INN-Spanish]
750,Acidum aminoaceticum
750,gly
750,Glykokoll
750,Aminoessigsaeure
750,Hgly
750,CCRIS 5915
750,HSDB 495
750,Acide aminoacetique
750,Acide aminoacetique [INN-French]
750,Acido aminoacetico [INN-Spanish]
750,Acidum aminoaceticum [INN-Latin]
750,AI3-04085
750,NSC 25936
750,GLYCINE 1.5% IN PLASTIC CONTAINER
750,H2N-CH2-COOH
750,amino-Acetic acid
750,25718-94-9
750,EINECS 200-272-2
750,UNII-TE7660XO1C
750,MFCD00008131
750,NSC-25936
750,[14C]glycine
750,TE7660XO1C
750,AMINOACETIC ACID 1.5% IN PLASTIC CONTAINER
750,DTXSID9020667
750,CHEBI:15428
750,Glycine [USP:INN]
750,"Glycine, labeled with carbon-14"
750,NSC25936
750,CHEMBL773
750,DTXCID90667
750,Glycine iron sulphate (1:1)
750,GLYCINE-1-13C-15N
750,GLYCINE-2-13C-15N
750,EC 200-272-2
750,aminoacetate
750,Athenon
750,NCGC00024503-01
750,(1-13c)glycinato
750,[3H]glycine
750,GLYCINE (II)
750,GLYCINE [II]
750,GLYCINE (MART.)
750,GLYCINE [MART.]
750,"Glycine, free base"
750,[14C]-glycine
750,AB-131/40217813
750,GLYCINE (EP MONOGRAPH)
750,GLYCINE [EP MONOGRAPH]
750,GLYCINE (USP MONOGRAPH)
750,GLYCINE [USP MONOGRAPH]
750,Acide aminoacetique (INN-French)
750,"Acid, Aminoacetic"
750,CAS-56-40-6
750,SERINE IMPURITY B (EP IMPURITY)
750,SERINE IMPURITY B [EP IMPURITY]
750,18875-39-3
750,"GLYCINE, ACS"
750,Aminoessigsaure
750,Aminoethanoate
750,amino-Acetate
750,2-aminoacetate
750,Glycine;
750,glycine USP
750,Glycine Technical
750,amino acetic acid
750,Glycine USP grade
750,H-Gly
750,L-Gly
750,Gly-CO
750,Gly-OH
750,"L-Glycine,(S)"
750,Corilin (Salt/Mix)
750,Tocris-0219
