Mol ID	Molecule name	Molecule name.link	MW	AlogP	HDon	HAcc	OB (%)	Caco-2	BBB	DL	FASA-	HL
MOL007012	4-o-methyl-paeoniflorin_qt	https://tcmsp-e.com/molecule.php?qn=7012	332.38	0.87	1	6	56.70	0.40	-0.20	0.43	0.30	8.94
MOL007014	8-debenzoylpaeonidanin	https://tcmsp-e.com/molecule.php?qn=7014	390.43	-3.28	5	10	31.74	-1.56	-2.17	0.45	0.20	7.63
MOL007015	8-debenzoylpaeonidanin_qt	https://tcmsp-e.com/molecule.php?qn=7015	228.27	-1.53	2	5	129.30	-0.55	-0.79	0.15	0.27	14.26
MOL007016	Paeoniflorigenone	https://tcmsp-e.com/molecule.php?qn=7016	318.35	0.79	1	6	65.33	-0.13	-0.43	0.37	0.36	6.18
MOL007017	9-ethyl-neo-paeoniaflorin A	https://tcmsp-e.com/molecule.php?qn=7017	496.56	-0.27	4	11	23.64	-1.26	-1.50	0.68	0.32	
MOL007018	9-ethyl-neo-paeoniaflorin A_qt	https://tcmsp-e.com/molecule.php?qn=7018	334.40	1.48	1	6	64.42	-0.01	-0.32	0.30	0.35	2.08
MOL007019	Eugeniin	https://tcmsp-e.com/molecule.php?qn=7019	938.70	3.38	15	26	10.06	-2.40	-3.57	0.13	0.40	
MOL007020	Lactiflorin_qt	https://tcmsp-e.com/molecule.php?qn=7020	318.35	0.42	2	6	20.44	-0.42	-0.78	0.33	0.39	
MOL007021	trans-.beta.-Terpinyl benzoate	https://tcmsp-e.com/molecule.php?qn=7021	258.39	4.51	0	2	46.89	1.49	1.42	0.12	0.37	5.02
MOL007022	evofolinB	https://tcmsp-e.com/molecule.php?qn=7022	318.35	2.07	3	6	64.74	0.00	-0.66	0.22	0.29	17.01
MOL007023	galloylpaeoniflorine	https://tcmsp-e.com/molecule.php?qn=7023	632.62	-0.04	7	15	3.03	-1.69	-2.67	0.42	0.38	
MOL007024	galloylpaeoniflorine_qt 2	https://tcmsp-e.com/molecule.php?qn=7024	318.35	0.46	2	6	28.18	-0.34	-0.72	0.40	0.39	
MOL007025	isobenzoylpaeoniflorin	https://tcmsp-e.com/molecule.php?qn=7025	584.62	0.76	4	12	31.14	-0.85	-1.33	0.54	0.35	21.10
MOL007026	paeonin,a	https://tcmsp-e.com/molecule.php?qn=7026	372.41	-2.06	4	9	20.35	-1.32	-1.76	0.37	0.27	
MOL007027	paeonin,a_qt	https://tcmsp-e.com/molecule.php?qn=7027	210.25	-0.31	1	4	73.79	0.16	-0.03	0.09	0.23	1.01
MOL007028	paeonin,b	https://tcmsp-e.com/molecule.php?qn=7028	358.38	-2.47	5	9	17.29	-1.76	-2.51	0.34	0.30	
MOL007029	paeonin,b_qt	https://tcmsp-e.com/molecule.php?qn=7029	196.22	-0.72	2	4	105.45	-0.33	-0.64	0.08	0.28	2.27
MOL007030	paeonin,c	https://tcmsp-e.com/molecule.php?qn=7030	372.41	-1.18	4	9	10.26	-1.21	-1.71	0.36	0.29	
MOL007031	paeonin,c_qt	https://tcmsp-e.com/molecule.php?qn=7031	210.25	0.57	1	4	72.70	0.14	-0.18	0.09	0.32	8.47
MOL007034	Deoxyaconitine	https://tcmsp-e.com/molecule.php?qn=7034	629.82	0.25	2	11	30.96	-0.22	-0.74	0.24	0.20	21.57
MOL007035	(E)-3-(3-hydroxy-4,5-dimethoxy-phenyl)acrylic acid	https://tcmsp-e.com/molecule.php?qn=7035	224.23	1.60	2	5	64.71	0.55	-0.04	0.08	0.29	0.95
MOL007036	5,6-dihydroxy-7-isopropyl-1,1-dimethyl-2,3-dihydrophenanthren-4-one	https://tcmsp-e.com/molecule.php?qn=7036	298.41	4.38	2	3	33.77	1.19	0.80	0.29	0.29	14.91
MOL007037	1,2-DT-Quinone	https://tcmsp-e.com/molecule.php?qn=7037	278.32	4.21	0	3	19.95	1.07	0.46	0.36	0.34	
MOL007038	Dehydromiltirone	https://tcmsp-e.com/molecule.php?qn=7038	280.39	4.29	0	2	24.57	1.14	0.74	0.26	0.36	
MOL007039	Henicosyl formate	https://tcmsp-e.com/molecule.php?qn=7039	340.66	9.06	0	2	15.79	1.38	0.75	0.26	0.18	
MOL007040	1-ketoisocryptotanshinone	https://tcmsp-e.com/molecule.php?qn=7040	310.37	2.59	0	4	17.99	0.48	-0.01	0.44	0.31	
MOL007041	2-isopropyl-8-methylphenanthrene-3,4-dione	https://tcmsp-e.com/molecule.php?qn=7041	264.34	4.16	0	2	40.86	1.23	0.81	0.23	0.43	14.89
MOL007042	3-epicorosolic,acid	https://tcmsp-e.com/molecule.php?qn=7042	472.78	5.50	3	4	15.16	0.01	-0.64	0.74	0.25	
MOL007043	1-(3,4-dihydroxyphenyl)-2-hydroxyethanone	https://tcmsp-e.com/molecule.php?qn=7043	168.16	0.58	3	4	56.79	-0.12	-0.61	0.04	0.37	17.93
MOL007044	3,7-dimethylocta-2,6-dien-1-yl formate	https://tcmsp-e.com/molecule.php?qn=7044	182.29	2.68	1	2	50.95	0.66	0.47	0.03	0.30	7.13
MOL007045	3α-hydroxytanshinoneⅡa	https://tcmsp-e.com/molecule.php?qn=7045	310.37	3.56	1	4	44.93	0.53	0.22	0.44	0.30	23.78
MOL007046	3beta-Hydroxytanshinone IIA	https://tcmsp-e.com/molecule.php?qn=7046	310.37	3.56	1	4	20.53	0.48	-0.13	0.45	0.32	
MOL007047	(1R,4R,5S)-1-isopropyl-4-methyl-4-bicyclo[3.1.0]hexanol	https://tcmsp-e.com/molecule.php?qn=7047	154.28	1.91	1	1	94.92	1.21	1.50	0.05	0.28	11.42
MOL007048	(E)-3-[2-(3,4-dihydroxyphenyl)-7-hydroxy-benzofuran-4-yl]acrylic acid	https://tcmsp-e.com/molecule.php?qn=7048	312.29	3.21	4	6	48.24	0.18	-0.89	0.31	0.40	8.87
MOL007049	4-methylenemiltirone	https://tcmsp-e.com/molecule.php?qn=7049	266.36	4.33	0	2	34.35	1.25	0.87	0.23	0.38	14.60
MOL007050	2-(4-hydroxy-3-methoxyphenyl)-5-(3-hydroxypropyl)-7-methoxy-3-benzofurancarboxaldehyde	https://tcmsp-e.com/molecule.php?qn=7050	356.40	3.58	2	6	62.78	0.35	-0.73	0.40	0.24	7.89
MOL007051	6-o-syringyl-8-o-acetyl shanzhiside methyl ester	https://tcmsp-e.com/molecule.php?qn=7051	628.64	-1.13	5	16	46.69	-1.73	-2.08	0.71	0.22	9.94
MOL007052	6-o-syringyl-8-o-acetyl shanzhiside methyl ester_qt	https://tcmsp-e.com/molecule.php?qn=7052	466.48	0.61	2	11	12.70	-0.58	-1.30	0.67	0.27	
MOL007053	7-oxoroyleanone2	https://tcmsp-e.com/molecule.php?qn=7053	330.46	3.00	1	4	15.41	0.48	0.04	0.34	0.30	
MOL007054	(4bS,8aS,10S)-10-hydroxy-2-isopropyl-4b,8,8-trimethyl-5,6,7,8a,9,10-hexahydrophenanthrene-3,4-dione	https://tcmsp-e.com/molecule.php?qn=7054	316.48	3.60	1	3	26.25	0.41	-0.06	0.31	0.31	
MOL007055	9-methyl lithospermate b	https://tcmsp-e.com/molecule.php?qn=7055	732.69	4.95	8	16	3.01	-1.01	-2.01	0.39	0.34	
MOL007056	TNP00297	https://tcmsp-e.com/molecule.php?qn=7056	220.39	3.52	0	1	29.89	1.62	1.84	0.13	0.26	
MOL007058	formyltanshinone	https://tcmsp-e.com/molecule.php?qn=7058	290.28	3.36	0	4	73.44	0.54	-0.28	0.42	0.41	24.12
MOL007059	3-beta-Hydroxymethyllenetanshiquinone	https://tcmsp-e.com/molecule.php?qn=7059	294.32	3.16	1	4	32.16	0.38	-0.48	0.41	0.36	22.51
MOL007060	Lithospermic acid B	https://tcmsp-e.com/molecule.php?qn=7060	718.66	4.70	9	16	3.01	-1.89	-2.62	0.41	0.42	
MOL007061	Methylenetanshinquinone	https://tcmsp-e.com/molecule.php?qn=7061	278.32	4.26	0	3	37.07	1.03	0.46	0.36	0.36	24.33
MOL007062	neo-przewaquinone a	https://tcmsp-e.com/molecule.php?qn=7062	556.64	8.46	0	6	6.47	0.71	-0.67	0.19	0.33	
MOL007063	przewalskin a	https://tcmsp-e.com/molecule.php?qn=7063	398.49	2.25	1	6	37.11	-0.26	-0.69	0.65	0.38	1.63
MOL007064	przewalskin b	https://tcmsp-e.com/molecule.php?qn=7064	330.46	3.18	1	4	110.32	0.34	0.22	0.44	0.32	2.17
MOL007065	przewalskin c	https://tcmsp-e.com/molecule.php?qn=7065	330.51	5.02	2	3	20.34	1.07	0.69	0.35	0.23	
MOL007066	przewalskin d	https://tcmsp-e.com/molecule.php?qn=7066	298.46	5.27	2	2	18.17	1.46	1.34	0.29	0.28	
MOL007067	Przewaquinone A	https://tcmsp-e.com/molecule.php?qn=7067	310.37	3.57	1	4	21.91	0.38	-0.38	0.45	0.28	
MOL007068	Przewaquinone B	https://tcmsp-e.com/molecule.php?qn=7068	292.30	2.99	1	4	62.24	0.39	-0.45	0.41	0.38	24.94
MOL007069	przewaquinone c	https://tcmsp-e.com/molecule.php?qn=7069	296.34	3.31	1	4	55.74	0.42	-0.30	0.40	0.32	23.70
MOL007070	(6S,7R)-6,7-dihydroxy-1,6-dimethyl-8,9-dihydro-7H-naphtho[8,7-g]benzofuran-10,11-dione	https://tcmsp-e.com/molecule.php?qn=7070	312.34	2.34	2	5	41.31	-0.06	-0.68	0.45	0.32	22.54
MOL007071	przewaquinone f	https://tcmsp-e.com/molecule.php?qn=7071	312.34	2.07	2	5	40.31	-0.09	-0.90	0.46	0.29	22.45
MOL007072	(2S)-3-(3,4-dihydroxyphenyl)-2-hydroxypropanoic acid	https://tcmsp-e.com/molecule.php?qn=7072	198.19	0.71	4	5	59.56	-0.29	-0.60	0.06	0.40	0.15
MOL007073	saloilenone	https://tcmsp-e.com/molecule.php?qn=7073	308.45	4.57	0	2	8.63	1.37	1.04	0.43	0.34	
MOL007074	salvianolic acid b	https://tcmsp-e.com/molecule.php?qn=7074	718.66	4.70	9	16	3.01	-1.67	-2.52	0.41	0.40	
MOL007075	salvianolic acid n	https://tcmsp-e.com/molecule.php?qn=7075	494.48	3.16	6	10	1.46	-0.43	-1.52	0.83	0.37	
MOL007076	Saprothoquinone	https://tcmsp-e.com/molecule.php?qn=7076	296.44	5.56	0	2	18.27	1.33	0.97	0.21	0.36	
MOL007077	sclareol	https://tcmsp-e.com/molecule.php?qn=7077	308.56	4.27	2	2	43.67	0.84	0.51	0.21	0.27	4.71
MOL007079	tanshinaldehyde	https://tcmsp-e.com/molecule.php?qn=7079	308.35	3.83	0	4	52.47	0.57	-0.07	0.45	0.32	23.49
MOL007080	Tanshinol A	https://tcmsp-e.com/molecule.php?qn=7080	292.30	2.99	1	4	21.31	0.36	-0.51	0.41	0.38	
MOL007081	Danshenol B	https://tcmsp-e.com/molecule.php?qn=7081	354.48	2.59	1	4	57.95	0.53	0.11	0.56	0.30	4.28
MOL007082	Danshenol A	https://tcmsp-e.com/molecule.php?qn=7082	336.41	2.01	1	4	56.97	0.33	-0.01	0.52	0.34	5.15
MOL007083	Z-8-Hexadecen-1-ol acetate	https://tcmsp-e.com/molecule.php?qn=7083	282.52	6.38	0	2	35.00	1.38	1.14	0.14	0.19	4.94
MOL007084	Aethiopinone	https://tcmsp-e.com/molecule.php?qn=7084	296.44	5.62	0	2	21.02	1.26	0.90	0.21	0.38	
MOL007085	Salvilenone	https://tcmsp-e.com/molecule.php?qn=7085	292.40	4.26	0	2	30.38	1.46	1.07	0.38	0.35	20.81
MOL007087	carnosol	https://tcmsp-e.com/molecule.php?qn=7087	330.46	4.34	2	4	14.96	0.80	0.56	0.43	0.28	
MOL007088	cryptotanshinone	https://tcmsp-e.com/molecule.php?qn=7088	296.39	3.44	0	3	52.34	0.95	0.51	0.40	0.29	17.30
MOL007089	Cyclotetradecane	https://tcmsp-e.com/molecule.php?qn=7089	196.42	6.39	0	0	27.72	1.81	2.12	0.06	0.14	
MOL007090	dan-shexinkum a	https://tcmsp-e.com/molecule.php?qn=7090	296.34	2.59	2	4	24.88	0.24	-0.45	0.30	0.40	
MOL007091	dan-shexinkum b	https://tcmsp-e.com/molecule.php?qn=7091	280.34	3.74	1	3	21.67	0.83	0.18	0.26	0.42	
MOL007092	dan-shexinkum c	https://tcmsp-e.com/molecule.php?qn=7092	252.28	3.04	1	3	22.71	0.75	0.03	0.21	0.44	
MOL007093	dan-shexinkum d	https://tcmsp-e.com/molecule.php?qn=7093	336.41	2.83	1	4	38.88	0.67	-0.15	0.55	0.35	30.00
MOL007094	danshenspiroketallactone	https://tcmsp-e.com/molecule.php?qn=7094	282.36	3.24	0	3	50.43	0.88	0.51	0.31	0.34	15.19
MOL007095	danshenspiroketallactoneii	https://tcmsp-e.com/molecule.php?qn=7095	286.40	3.98	0	3	19.89	1.05	0.84	0.29	0.28	
MOL007096	daucosterol	https://tcmsp-e.com/molecule.php?qn=7096	576.95	6.34	4	6	20.63	-0.07	-0.77	0.63	0.22	
MOL007097	dehydrouvaol	https://tcmsp-e.com/molecule.php?qn=7097	440.78	6.06	2	2	16.42	0.86	0.21	0.77	0.24	
MOL007098	deoxyneocryptotanshinone	https://tcmsp-e.com/molecule.php?qn=7098	298.41	4.32	1	3	49.40	0.85	0.24	0.29	0.30	27.17
MOL007099	dihydroisotanshinoneⅠ	https://tcmsp-e.com/molecule.php?qn=7099	278.32	3.01	0	3	20.91	0.92	0.20	0.36	0.41	
MOL007100	dihydrotanshinlactone	https://tcmsp-e.com/molecule.php?qn=7100	266.31	2.77	0	3	38.68	1.26	0.81	0.32	0.38	5.42
MOL007101	dihydrotanshinoneⅠ	https://tcmsp-e.com/molecule.php?qn=7101	278.32	2.86	0	3	45.04	0.95	0.43	0.36	0.40	18.32
MOL007102	diisopro-penyl methyl vinyl cyclohexane2	https://tcmsp-e.com/molecule.php?qn=7102	204.39	4.74	0	0	48.66	1.80	2.05	0.07	0.29	13.16
MOL007103	dimetbyl lithosper-mate b	https://tcmsp-e.com/molecule.php?qn=7103	746.72	5.21	7	16	3.01	-0.77	-1.73	0.38	0.31	
MOL007104	dimethyllithospermate	https://tcmsp-e.com/molecule.php?qn=7104	566.55	3.89	5	12	2.66	-0.70	-1.53	0.73	0.37	
MOL007105	epidanshenspiroketallactone	https://tcmsp-e.com/molecule.php?qn=7105	284.38	2.37	0	3	68.27	0.90	0.61	0.31	0.33	1.77
MOL007106	ethyl lithospermate	https://tcmsp-e.com/molecule.php?qn=7106	502.55	5.05	2	8	26.37	-0.09	-0.74	0.82	0.43	
MOL007107	C09092	https://tcmsp-e.com/molecule.php?qn=7107	286.50	5.98	1	1	36.07	1.63	1.54	0.25	0.25	-0.16
MOL007108	isocryptotanshi-none	https://tcmsp-e.com/molecule.php?qn=7108	296.39	3.59	0	3	54.98	0.93	0.34	0.39	0.30	31.92
MOL007109	isosalvianolic acid c	https://tcmsp-e.com/molecule.php?qn=7109	492.46	4.14	6	10	2.48	-0.39	-1.00	0.83	0.37	
MOL007110	isotanshinone iib	https://tcmsp-e.com/molecule.php?qn=7110	310.37	3.57	1	4	21.07	0.38	-0.33	0.45	0.28	
MOL007111	Isotanshinone II	https://tcmsp-e.com/molecule.php?qn=7111	294.37	4.66	0	3	49.92	1.03	0.45	0.40	0.30	24.73
MOL007112	Isotanshinone I	https://tcmsp-e.com/molecule.php?qn=7112	276.30	4.08	0	3	29.72	1.01	0.19	0.36	0.41	
MOL007113	lithospermic acid	https://tcmsp-e.com/molecule.php?qn=7113	538.49	3.38	7	12	2.67	-1.34	-2.49	0.76	0.42	
MOL007115	manool	https://tcmsp-e.com/molecule.php?qn=7115	304.57	5.50	1	1	45.04	1.28	1.16	0.20	0.28	5.81
MOL007116	methylrosmarinate	https://tcmsp-e.com/molecule.php?qn=7116	374.37	2.94	4	8	1.37	0.00	-0.72	0.37	0.35	
MOL007117	methyltanshinonate	https://tcmsp-e.com/molecule.php?qn=7117	338.38	4.03	0	5	19.19	0.56	0.09	0.55	0.31	
MOL007118	microstegiol	https://tcmsp-e.com/molecule.php?qn=7118	298.46	4.75	1	2	39.61	1.05	0.99	0.28	0.33	4.52
MOL007119	miltionone Ⅰ	https://tcmsp-e.com/molecule.php?qn=7119	312.39	3.33	1	4	49.68	0.35	-0.11	0.32	0.35	41.49
MOL007120	miltionone Ⅱ	https://tcmsp-e.com/molecule.php?qn=7120	312.39	2.14	1	4	71.03	0.62	0.03	0.44	0.28	2.91
MOL007121	miltipolone	https://tcmsp-e.com/molecule.php?qn=7121	300.43	2.74	1	3	36.56	0.50	0.17	0.37	0.30	1.70
MOL007122	Miltirone	https://tcmsp-e.com/molecule.php?qn=7122	282.41	4.73	0	2	38.76	1.23	0.87	0.25	0.32	14.82
MOL007123	miltirone Ⅱ	https://tcmsp-e.com/molecule.php?qn=7123	272.32	0.77	1	4	44.95	0.04	-0.25	0.24	0.35	2.24
MOL007124	neocryptotanshinone ii	https://tcmsp-e.com/molecule.php?qn=7124	270.35	3.61	1	3	39.46	0.76	0.16	0.23	0.32	26.98
MOL007125	neocryptotanshinone	https://tcmsp-e.com/molecule.php?qn=7125	314.41	3.01	2	4	52.49	0.35	-0.13	0.32	0.28	14.46
MOL007126	przewalskin	https://tcmsp-e.com/molecule.php?qn=7126	272.42	3.85	1	2	25.18	1.24	0.98	0.28	0.28	
MOL007127	1-methyl-8,9-dihydro-7H-naphtho[5,6-g]benzofuran-6,10,11-trione	https://tcmsp-e.com/molecule.php?qn=7127	280.29	3.21	0	4	34.72	0.50	-0.27	0.37	0.33	37.89
MOL007128	paramiltioic acid	https://tcmsp-e.com/molecule.php?qn=7128	332.43	2.68	1	5	25.92	0.05	-0.29	0.37	0.33	
MOL007129	potassium salvianolate d	https://tcmsp-e.com/molecule.php?qn=7129	418.38	2.33	6	10	1.57	-0.69	-1.33	0.50	0.00	
MOL007130	prolithospermic acid	https://tcmsp-e.com/molecule.php?qn=7130	314.31	2.77	4	6	64.37	0.10	-0.75	0.31	0.42	8.82
MOL007131	(2S,3S)-2-(3,4-dihydroxyphenyl)-7-hydroxy-4-[(E)-3-hydroxy-3-oxoprop-1-enyl]-2,3-dihydrobenzofuran-3-carboxylic acid	https://tcmsp-e.com/molecule.php?qn=7131	358.32	2.07	5	8	2.62	-0.68	-1.33	0.41	0.46	
MOL007132	(2R)-3-(3,4-dihydroxyphenyl)-2-[(Z)-3-(3,4-dihydroxyphenyl)acryloyl]oxy-propionic acid	https://tcmsp-e.com/molecule.php?qn=7132	360.34	2.69	5	8	109.38	-0.33	-1.02	0.35	0.41	2.01
MOL007133	salviacoccin	https://tcmsp-e.com/molecule.php?qn=7133	356.40	1.41	1	6	13.35	0.11	-0.30	0.63	0.32	
MOL007134	danshensu	https://tcmsp-e.com/molecule.php?qn=7134	198.19	0.71	4	5	36.91	-0.27	-0.62	0.06	0.37	0.16
MOL007135	salvianic acid c	https://tcmsp-e.com/molecule.php?qn=7135	378.36	2.03	6	9	1.45	-0.70	-1.39	0.37	0.42	
MOL007136	salvianolic acid a	https://tcmsp-e.com/molecule.php?qn=7136	494.48	4.14	7	10	2.96	-0.56	-1.62	0.70	0.40	
MOL007137	salvianolic acid c	https://tcmsp-e.com/molecule.php?qn=7137	492.46	4.53	6	10	2.50	-0.23	-1.02	0.81	0.37	
MOL007138	salvianolic acid d	https://tcmsp-e.com/molecule.php?qn=7138	418.38	2.33	6	10	1.57	-0.78	-1.73	0.50	0.43	
MOL007139	salvianolic acid e	https://tcmsp-e.com/molecule.php?qn=7139	718.66	5.02	10	16	3.01	-1.52	-2.46	0.39	0.40	
MOL007140	(Z)-3-[2-[(E)-2-(3,4-dihydroxyphenyl)vinyl]-3,4-dihydroxy-phenyl]acrylic acid	https://tcmsp-e.com/molecule.php?qn=7140	314.31	2.82	5	6	88.54	-0.09	-0.77	0.26	0.43	4.31
MOL007141	salvianolic acid g	https://tcmsp-e.com/molecule.php?qn=7141	340.30	2.20	4	7	45.56	-0.14	-0.97	0.61	0.45	2.40
MOL007142	salvianolic acid j	https://tcmsp-e.com/molecule.php?qn=7142	538.49	3.78	6	12	43.38	-0.82	-2.14	0.72	0.44	5.77
MOL007143	salvilenone Ⅰ	https://tcmsp-e.com/molecule.php?qn=7143	270.40	2.88	1	2	32.43	1.13	0.77	0.23	0.30	1.00
MOL007144	salviol	https://tcmsp-e.com/molecule.php?qn=7144	302.50	4.74	2	2	24.31	0.95	0.42	0.28	0.26	
MOL007145	salviolone	https://tcmsp-e.com/molecule.php?qn=7145	268.38	4.05	1	2	31.72	1.04	0.72	0.24	0.36	0.33
MOL007146	salvipisone	https://tcmsp-e.com/molecule.php?qn=7146	312.44	5.20	1	3	25.03	0.92	0.31	0.24	0.37	
MOL007147	methyl (1S,4aS,5R,7S,7aS)-5,7-dihydroxy-7-methyl-1-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4a,5,6,7a-tetrahydro-1H-cyclopenta[d]pyran-4-carboxylate	https://tcmsp-e.com/molecule.php?qn=7147	406.43	-3.26	6	11	6.46	-2.41	-5.83	0.47	0.26	
MOL007148	shanzhiside methyl ester_qt	https://tcmsp-e.com/molecule.php?qn=7148	244.27	-1.51	3	6	109.77	-1.05	-3.18	0.12	0.26	7.74
MOL007149	NSC 122421	https://tcmsp-e.com/molecule.php?qn=7149	300.48	4.99	1	2	34.49	1.08	0.63	0.28	0.29	14.56
MOL007150	(6S)-6-hydroxy-1-methyl-6-methylol-8,9-dihydro-7H-naphtho[8,7-g]benzofuran-10,11-quinone	https://tcmsp-e.com/molecule.php?qn=7150	312.34	2.42	2	5	75.39	0.03	-0.74	0.46	0.29	23.45
MOL007151	Tanshindiol B	https://tcmsp-e.com/molecule.php?qn=7151	312.34	2.34	2	5	42.67	0.05	-0.63	0.45	0.33	22.25
MOL007152	Przewaquinone E	https://tcmsp-e.com/molecule.php?qn=7152	312.34	2.34	2	5	42.85	-0.04	-0.65	0.45	0.32	22.44
MOL007153	Tanshilactone	https://tcmsp-e.com/molecule.php?qn=7153	264.29	4.23	0	3	25.11	1.26	0.75	0.32	0.40	
MOL007154	tanshinone iia	https://tcmsp-e.com/molecule.php?qn=7154	294.37	4.66	0	3	49.89	1.05	0.70	0.40	0.31	23.56
MOL007155	(6S)-6-(hydroxymethyl)-1,6-dimethyl-8,9-dihydro-7H-naphtho[8,7-g]benzofuran-10,11-dione	https://tcmsp-e.com/molecule.php?qn=7155	310.37	3.57	1	4	65.26	0.44	-0.31	0.45	0.29	23.48
MOL007156	tanshinone Ⅵ	https://tcmsp-e.com/molecule.php?qn=7156	296.34	2.44	2	4	45.64	0.48	-0.28	0.30	0.38	15.21
MOL007157	tanshinone i	https://tcmsp-e.com/molecule.php?qn=7157	276.30	4.08	0	3	29.27	1.05	0.53	0.36	0.41	
MOL007158	Spirostan-3-ol, (3beta,5alpha,25S)-	https://tcmsp-e.com/molecule.php?qn=7158	416.71	4.88	1	3	13.16	0.84	0.25	0.81	0.19	
MOL007159	uvaol	https://tcmsp-e.com/molecule.php?qn=7159	442.80	6.26	2	2	17.71	0.91	0.33	0.76	0.21	
MOL007160	β-cadinol	https://tcmsp-e.com/molecule.php?qn=7160	222.41	3.83	1	1	37.76	1.29	1.34	0.09	0.25	7.85
MOL007161	1-tri-chosanoyl-2- linolenic-3-palmitoyl-glucerin	https://tcmsp-e.com/molecule.php?qn=7161	851.49	18.68	0	6	36.04	0.90	-0.98	0.15	0.22	-0.86
MOL007162	1-tri-chosanoyl-2-linoleoyl-3-palmitoyl-glucerin	https://tcmsp-e.com/molecule.php?qn=7162	853.51	19.12	0	6	33.97	0.87	-0.80	0.16	0.22	-0.22
MOL007163	1-trichosanoyl-2,3-dilinoleoyl-glycerin	https://tcmsp-e.com/molecule.php?qn=7163	877.53	19.15	0	6	36.98	0.73	-1.05	0.14	0.25	3.11
MOL007164	1-trichosanoyl-2,3-linolenic-glycerin	https://tcmsp-e.com/molecule.php?qn=7164	873.49	18.26	0	6	38.92	1.02	-0.79	0.13	0.24	0.34
MOL007165	10α-cucurbita-5,24-diene-3β-ol	https://tcmsp-e.com/molecule.php?qn=7165	426.80	7.93	1	1	44.02	1.46	1.04	0.74	0.24	5.32
MOL007166	1,3-ditrichosanoyl-2-linoleoyl-glycerin	https://tcmsp-e.com/molecule.php?qn=7166	875.51	18.70	0	6	37.81	1.00	-0.96	0.14	0.25	-1.11
MOL007167	2,2'bioxazolidine-3,3'-diethanol	https://tcmsp-e.com/molecule.php?qn=7167	232.32	-0.84	2	6	3.51	-0.33	-0.80	0.09	0.12	
MOL007168	Odhpca	https://tcmsp-e.com/molecule.php?qn=7168	139.12	0.02	2	4	43.07	0.19	0.03	0.03	0.31	11.99
MOL007169	4-hydroxy-2-methoxybenzoic acid	https://tcmsp-e.com/molecule.php?qn=7169	168.16	1.15	2	4	50.76	0.50	0.28	0.04	0.33	11.79
MOL007170	cirsiumaldehyde	https://tcmsp-e.com/molecule.php?qn=7170	234.22	2.11	0	5	41.38	-0.03	0.03	0.11	0.20	7.81
MOL007171	5-dehydrokarounidiol	https://tcmsp-e.com/molecule.php?qn=7171	438.76	5.71	2	2	30.23	0.71	0.05	0.77	0.24	2.95
MOL007172	7-oxo-dihydrokaro-unidiol	https://tcmsp-e.com/molecule.php?qn=7172	456.78	5.27	2	3	36.85	0.25	-0.74	0.75	0.23	2.68
MOL007173	beta-D-arabinopyranose	https://tcmsp-e.com/molecule.php?qn=7173	150.15	-2.00	4	5	52.64	-1.32	-3.51	0.03	0.25	11.02
MOL007174	5-hydroxy-2-(3-hydroxy-4-methoxyphenyl)-7-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-4-one	https://tcmsp-e.com/molecule.php?qn=7174	462.44	0.41	6	11	28.08	-1.00	-2.07	0.82	0.27	
MOL007175	karounidiol 3-o-benzoate	https://tcmsp-e.com/molecule.php?qn=7175	544.89	8.01	1	3	43.99	0.84	-0.05	0.50	0.30	3.31
MOL007176	ARA	https://tcmsp-e.com/molecule.php?qn=7176	150.15	-2.00	4	5	46.48	-1.31	-2.90	0.03	0.26	11.11
MOL007177	FCY	https://tcmsp-e.com/molecule.php?qn=7177	121.18	-0.52	3	3	22.10	-0.37	-0.75	0.01	0.43	
MOL007178	1,4-D-Galactonolactone	https://tcmsp-e.com/molecule.php?qn=7178	178.16	-2.12	4	6	59.77	-1.54	-4.30	0.04	0.31	11.45
MOL007179	Linolenic acid ethyl ester	https://tcmsp-e.com/molecule.php?qn=7179	306.54	6.55	0	2	46.10	1.48	1.09	0.20	0.24	5.80
MOL007180	vitamin-e	https://tcmsp-e.com/molecule.php?qn=7180	490.69	3.78	3	9	32.29	0.38	-0.58	0.70	0.33	0.04
MOL007181	Punicic acid	https://tcmsp-e.com/molecule.php?qn=7181	278.48	5.95	1	2	44.90	1.21	0.87	0.15	0.28	5.91
MOL007182	5-hydroxy-2-[4-hydroxy-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyphenyl]-7-methoxychromen-4-one	https://tcmsp-e.com/molecule.php?qn=7182	462.44	0.41	6	11	8.01	-1.08	-2.15	0.83	0.27	
MOL007183	dibutyl (2R)-2-hydroxybutanedioate	https://tcmsp-e.com/molecule.php?qn=7183	246.34	2.20	1	5	42.99	0.09	-0.34	0.07	0.26	3.63
MOL007184	[(2R,5S)-5-(hydroxymethyl)oxolan-2-yl]methanol	https://tcmsp-e.com/molecule.php?qn=7184	132.18	-0.51	2	3	72.52	-0.20	-1.06	0.02	0.18	10.87
MOL007185	isokarounidiol	https://tcmsp-e.com/molecule.php?qn=7185	440.78	5.96	2	2	29.16	0.77	0.11	0.77	0.22	
